116,38:ed:18:c6:6c:00,-61,2412
117,38:ed:18:c6:6c:00,-64,2412
117,38:ed:18:c7:25:80,-66,2437
117,38:ed:18:c6:cc:40,-85,2412
117,38:ed:18:c7:25:83,-65,2437
118,38:ed:18:c6:6c:01,-60,2412
118,38:ed:18:c6:6f:23,-82,2462
119,38:ed:18:c6:6c:02,-58,2412
119,38:ed:18:c6:cc:42,-79,2412
120,38:ed:18:c6:6c:02,-58,2412
120,38:ed:18:c6:cc:42,-80,2412
121,38:ed:18:c6:6c:02,-59,2412
121,38:ed:18:c6:cc:42,-84,2412
121,02:15:99:c9:78:ff,-88,2412
122,38:ed:18:c7:25:81,-73,2437
122,38:ed:18:c6:6c:04,-60,2412
123,02:27:47:f5:d2:f3,-58,2437
123,38:ed:18:c6:69:c2,-87,2462
123,38:ed:18:c7:25:85,-75,2437
124,38:ed:18:c7:25:80,-78,2437
124,38:ed:18:c6:69:c0,-85,2462
124,38:ed:18:c6:6c:03,-70,2412
124,38:ed:18:c6:6c:06,-70,2412
125,38:ed:18:c7:25:81,-82,2437
125,38:ed:18:c6:6f:26,-84,2462
125,38:ed:18:c6:6f:20,-78,2462
126,38:ed:18:c6:6c:04,-70,2412
126,38:ed:18:c6:6f:20,-85,2462
127,38:ed:18:c6:6f:22,-81,2462
128,38:ed:18:c7:25:80,-80,2437
128,38:ed:18:c6:6f:24,-84,2462
129,38:ed:18:c6:6c:01,-63,2412
129,50:a7:2b:ec:6c:bf,-83,2437
130,38:ed:18:c6:6c:00,-60,2412
130,38:ed:18:c6:6f:21,-84,2462
130,38:ed:18:c6:cc:42,-86,2412
131,38:ed:18:c7:25:80,-75,2437
131,38:ed:18:c6:cc:41,-82,2412
132,38:ed:18:c6:6c:01,-57,2412
132,38:ed:18:c6:cc:40,-82,2412
132,38:ed:18:c6:6c:03,-56,2412
133,02:27:47:f5:d2:f3,-66,2437
133,38:ed:18:c6:cc:41,-87,2412
133,38:ed:18:c6:6f:25,-88,2462
134,38:ed:18:c7:25:80,-74,2437
134,38:ed:18:c6:6c:03,-56,2412
134,0a:18:d6:01:6b:c8,-84,2412
135,38:ed:18:c6:cc:42,-87,2412
135,0a:18:d6:01:6b:c8,-84,2412
136,38:ed:18:c6:6c:01,-60,2412
136,38:ed:18:c7:25:83,-71,2437
137,38:ed:18:c6:6c:02,-56,2412
137,38:ed:18:c7:25:83,-71,2437
137,84:63:d6:27:90:46,-88,2462
138,38:ed:18:c7:25:80,-73,2437
138,38:ed:18:c7:25:85,-72,2437
138,38:ed:18:c6:69:c0,-86,2462
139,38:ed:18:c7:25:81,-78,2437
139,38:ed:18:c6:69:c1,-87,2462
140,02:27:47:f5:d2:f3,-64,2437
140,38:ed:18:c7:25:84,-73,2437
140,38:ed:18:c6:69:c0,-86,2462
141,38:ed:18:c7:25:80,-71,2437
141,38:ed:18:c7:2a:42,-87,2412
142,38:ed:18:c6:6c:01,-65,2412
142,38:ed:18:c6:cc:41,-84,2412
142,38:ed:18:c6:cc:40,-83,2412
143,38:ed:18:c7:25:82,-74,2437
143,38:ed:18:c6:cb:62,-89,2437
143,38:ed:18:c7:25:85,-77,2437
144,38:ed:18:c6:6c:01,-68,2412
144,38:ed:18:c6:cc:41,-87,2412
144,38:ed:18:c6:69:c1,-89,2462
145,02:27:47:f5:d2:f3,-75,2437
145,38:ed:18:c7:25:83,-76,2437
145,38:ed:18:c7:2a:41,-87,2412
146,38:ed:18:c7:25:82,-71,2437
146,38:ed:18:c7:25:86,-70,2437
147,38:ed:18:c6:6c:02,-76,2412
147,38:ed:18:c6:cc:41,-88,2412
147,0a:18:d6:01:6c:38,-55,2412
148,38:ed:18:c7:25:80,-71,2437
148,38:ed:18:c7:25:85,-70,2437
148,c2:9f:db:8b:15:99,-77,2412
149,38:ed:18:c6:6c:00,-76,2412
149,38:ed:18:c7:25:81,-82,2437
149,38:ed:18:c7:2a:44,-82,2412
150,38:ed:18:c6:6c:02,-78,2412
150,38:ed:18:c7:2a:41,-81,2412
150,38:ed:18:c7:2a:45,-82,2412
151,38:ed:18:c6:6c:01,-80,2412
152,38:ed:18:c6:6c:00,-81,2412
152,38:ed:18:c7:25:81,-82,2437
153,38:ed:18:c7:25:80,-82,2437
153,38:ed:18:c7:28:01,-74,2437
154,02:27:47:f5:d2:f3,-83,2437
154,38:ed:18:c7:2a:42,-80,2412
155,38:ed:18:c7:25:82,-82,2437
155,1c:3e:84:f7:a9:2b,-94,2437
155,38:ed:18:c6:cc:41,-83,2412
156,38:ed:18:c7:25:81,-77,2437
156,c2:9f:db:8b:15:19,-81,2412
156,38:ed:18:c7:2a:40,-84,2412
157,38:ed:18:c7:25:80,-83,2437
157,38:ed:18:c6:cc:02,-80,2412
158,38:ed:18:c6:cc:42,-82,2412
158,38:ed:18:c6:cc:01,-76,2412
159,38:ed:18:c6:cc:40,-80,2412
159,02:15:99:c9:78:ff,-87,2412
159,94:10:3e:c7:37:ed,-81,2462
160,38:ed:18:c6:cc:41,-80,2412
160,38:ed:18:c6:cc:06,-80,2412
160,38:ed:18:c6:cc:43,-81,2412
161,c4:6e:1f:ff:fe:fd,-79,2462
161,38:ed:18:c6:cc:04,-81,2412
161,a0:f3:c1:ff:33:bd,-77,2437
162,02:15:99:c9:78:ff,-84,2412
162,94:10:3e:c7:37:ed,-86,2462
163,38:ed:18:c6:cc:00,-85,2412
163,38:ed:18:c6:cc:05,-81,2412
116,38:ed:18:c6:6c:02,-57,2412
116,38:ed:18:c6:cc:40,-85,2412
116,38:ed:18:c7:25:85,-65,2437
116,38:ed:18:c6:cc:42,-84,2412
116,38:ed:18:c6:6f:23,-82,2462
118,02:27:47:f5:d2:f3,-68,2437
118,38:ed:18:c6:6f:22,-82,2462
119,38:ed:18:c6:6c:01,-57,2412
119,38:ed:18:c6:6f:22,-82,2462
120,38:ed:18:c6:6c:01,-58,2412
120,84:63:d6:27:90:46,-85,2462
121,38:ed:18:c6:6c:01,-59,2412
121,38:ed:18:c6:69:c1,-86,2462
121,38:ed:18:c7:22:42,-88,2437
122,38:ed:18:c6:cc:41,-82,2412
122,38:ed:18:c6:6c:05,-60,2412
123,38:ed:18:c7:25:80,-74,2437
123,38:ed:18:c6:69:c0,-86,2462
123,38:ed:18:c7:25:86,-75,2437
124,38:ed:18:c7:25:82,-79,2437
124,38:ed:18:c6:6c:04,-70,2412
124,38:ed:18:c6:6f:23,-83,2462
124,38:ed:18:c7:2a:41,-84,2412
125,38:ed:18:c6:69:c1,-85,2462
125,38:ed:18:c6:6f:22,-79,2462
126,38:ed:18:c6:6c:00,-69,2412
126,38:ed:18:c7:2a:42,-84,2412
127,38:ed:18:c6:6c:00,-69,2412
127,38:ed:18:c6:6f:21,-82,2462
128,38:ed:18:c7:25:82,-81,2437
128,38:ed:18:c6:6f:23,-85,2462
129,02:27:47:f5:d2:f3,-45,2437
129,38:ed:18:c6:cc:40,-84,2412
130,38:ed:18:c6:6c:02,-61,2412
130,38:ed:18:c6:6f:20,-80,2462
130,38:ed:18:c6:cc:41,-86,2412
131,38:ed:18:c7:25:82,-75,2437
131,84:63:d6:27:90:46,-87,2462
132,02:27:47:f5:d2:f3,-66,2437
132,38:ed:18:c6:cc:42,-82,2412
132,38:ed:18:c6:6c:04,-56,2412
133,38:ed:18:c7:25:80,-74,2437
133,38:ed:18:c6:69:c0,-87,2462
133,38:ed:18:c6:69:c3,-84,2462
134,38:ed:18:c7:25:82,-74,2437
134,38:ed:18:c6:6c:04,-56,2412
135,38:ed:18:c6:6c:00,-57,2412
135,38:ed:18:c6:cc:41,-87,2412
135,38:ed:18:c7:25:83,-69,2437
136,02:27:47:f5:d2:f3,-57,2437
136,38:ed:18:c7:25:86,-72,2437
137,38:ed:18:c6:6c:01,-56,2412
137,38:ed:18:c7:25:86,-72,2437
137,38:ed:18:c6:6f:22,-85,2462
138,38:ed:18:c7:25:82,-73,2437
138,38:ed:18:c6:cc:40,-87,2412
138,38:ed:18:c6:cc:45,-87,2412
139,38:ed:18:c6:cc:42,-85,2412
139,38:ed:18:c6:69:c2,-87,2462
140,38:ed:18:c7:25:80,-75,2437
140,38:ed:18:c7:25:85,-72,2437
140,38:ed:18:c6:cc:45,-87,2412
141,38:ed:18:c7:25:82,-71,2437
141,38:ed:18:c6:cb:62,-89,2437
142,02:27:47:f5:d2:f3,-68,2437
142,38:ed:18:c7:2a:40,-86,2412
143,38:ed:18:c6:6c:00,-64,2412
143,38:ed:18:c7:25:81,-74,2437
143,38:ed:18:c7:2a:41,-86,2412
143,38:ed:18:c7:25:86,-77,2437
144,02:27:47:f5:d2:f3,-76,2437
144,38:ed:18:c7:25:84,-76,2437
144,84:63:d6:27:90:46,-89,2462
145,38:ed:18:c7:25:80,-77,2437
145,38:ed:18:c7:25:85,-76,2437
146,38:ed:18:c6:6c:00,-73,2412
146,38:ed:18:c7:25:81,-71,2437
146,84:63:d6:27:90:46,-86,2462
