30.224825104539498,797160165,1.0070833333333333,0.35,0.85
30.720756463741914,1868165907,1.0070833333333333,0.35,0.85
30.728827004357697,1630064851,1.0070833333333333,0.35,0.85
30.728958322799663,-657527017,1.0258333333333334,0.35,0.85
30.72896045952093,2016691331,1.0258333333333334,0.35,0.85
30.728960494288152,-236139257,1.0258333333333334,0.35,0.85
30.72896049485386,-236051484,1.005,0.35,0.85
30.728960494863067,-1820019008,1.005,0.35,0.85
30.728960494863212,-1820019006,1.005,0.35,0.85
30.728960494863216,-1820019009,1.005,0.35,0.85
30.728960494863216,2016779354,1.0258333333333334,0.35,0.85
30.728960494863216,2016779104,1.005,0.35,0.85
30.728960494863216,-236051234,1.0258333333333334,0.35,0.85
30.728960494863216,-1473815944,1.0154166666666666,0.35,0.85
30.728960494863216,-1473815789,1.005,0.35,0.85
30.728960494863216,-657439244,1.005,0.35,0.85
30.728960494863216,568320764,1.0154166666666666,0.35,0.85
30.728960494863216,146933004,1.0154166666666666,0.35,0.85
30.728960494863216,146933159,1.005,0.35,0.85
30.728960494863216,-657438994,1.0258333333333334,0.35,0.85
30.728960494863216,568320919,1.005,0.35,0.85
30.728960494863216,-382256963,1.0258333333333334,0.35,0.85
30.728960494863216,146933163,1.005,0.35,0.85
30.728960494863216,-38426104,1.0154166666666666,0.35,0.85
30.124225936857933,797160165,1.0070833333333333,0.35,0.85
30.11418691807665,1630064851,1.0070833333333333,0.35,0.85
30.11402023506788,2016691331,1.0258333333333334,0.35,0.85
30.114017467536094,-657527017,1.0258333333333334,0.35,0.85
30.114017421585203,-236139257,1.0258333333333334,0.35,0.85
30.114017420822254,1868165907,1.0070833333333333,0.35,0.85
30.11401742080959,-236051484,1.005,0.35,0.85
30.114017420809375,-1820019008,1.005,0.35,0.85
30.114017420809372,2016779354,1.0258333333333334,0.35,0.85
30.114017420809372,146933004,1.0154166666666666,0.35,0.85
30.114017420809372,-1820019006,1.005,0.35,0.85
30.114017420809372,-1820019009,1.005,0.35,0.85
30.114017420809372,2016779104,1.005,0.35,0.85
30.114017420809372,-236051234,1.0258333333333334,0.35,0.85
30.114017420809372,-1473815944,1.0154166666666666,0.35,0.85
30.114017420809372,-1473815789,1.005,0.35,0.85
30.114017420809372,-657438994,1.0258333333333334,0.35,0.85
30.114017420809372,-657439244,1.005,0.35,0.85
30.114017420809372,568320764,1.0154166666666666,0.35,0.85
30.114017420809372,146933159,1.005,0.35,0.85
30.114017420809372,568320919,1.005,0.35,0.85
30.114017420809372,-382256963,1.0258333333333334,0.35,0.85
30.114017420809372,146933163,1.005,0.35,0.85
30.114017420809372,-38426104,1.0154166666666666,0.35,0.85
30.634033645943678,1868165907,1.0070833333333333,0.35,0.85
30.642520027666517,1630064851,1.0070833333333333,0.35,0.85
30.64265850130609,2016691331,1.0258333333333334,0.35,0.85
30.64266076079729,-657527017,1.0258333333333334,0.35,0.85
30.642660797665684,-236139257,1.0258333333333334,0.35,0.85
